Source,Target,combined_score
COX6A2,NDUFA4,0.941
COX6A2,NDUFS4,0.944
COX6A2,NDUFS5,0.944
COX6A2,NDUFB8,0.948
COX6A2,NDUFA6,0.954
COX6A2,NDUFA8,0.954
COX6A2,NDUFA5,0.956
COX6A2,NDUFA12,0.957
COX6A2,COX6B2,0.976
COX6A2,MT-CYB,0.983
COX6A2,UQCRH,0.988
COX6A2,COX7B,0.99
COX6A2,MT-CO1,0.992
COX6A2,MT-CO2,0.992
COX6A2,UQCR11,0.992
COX6A2,COX6C,0.995
COX6A2,UQCRFS1,0.996
COX6A2,CYC1,0.996
COX6A2,COX7A1,0.996
COX6A2,MT-CO3,0.996
COX6A2,UQCRQ,0.997
COX6A2,UQCRB,0.998
COX6A2,UQCR10,0.998
COX6A2,COX7C,0.999
COX6A2,COX6B1,0.999
COX6B1,NDUFB4,0.956
COX6B1,UQCRC1,0.989
COX6B1,NDUFB7,0.972
COX6B1,NDUFS7,0.936
COX6B1,NDUFA2,0.982
COX6B1,NDUFA10,0.948
COX6B1,NDUFB5,0.948
COX6B1,NDUFS3,0.952
COX6B1,SDHA,0.559
COX6B1,NDUFA9,0.931
COX6B1,UQCRC2,0.997
COX6B1,NDUFB10,0.944
COX6B1,PSMB6,0.495
COX6B1,NDUFS6,0.954
COX6B1,NDUFB9,0.987
COX6B1,NDUFC2,0.952
COX6B1,COX7A1,0.998
COX6B1,NDUFS4,0.958
COX6B1,NDUFB8,0.983
COX6B1,NDUFA7,0.955
COX6B1,UQCRFS1,0.997
COX6B1,CYCS,0.941
COX6B1,UQCRH,0.992
COX6B1,NDUFS8,0.96
COX6B1,CYC1,0.994
COX6B1,COX8A,0.998
COX6B1,NDUFV2,0.972
COX6B1,NDUFA12,0.976
COX6B1,UQCR10,0.999
COX6B1,NDUFA4,0.999
COX6B1,COX8C,0.727
COX6B1,NDUFV3,0.911
COX6B1,MT-CO1,0.998
COX6B1,MT-CYB,0.975
COX6B1,MT-ATP6,0.475
COX6B1,MT-ND6,0.868
COX6B1,MT-ND1,0.891
COX6B1,MT-ND4L,0.871
COX6B1,MT-ND5,0.898
COX6B1,MT-CO2,0.999
COX6B1,MT-ND4,0.91
COX6B1,MT-CO3,0.999
COX6B1,MT-ND2,0.917
COX6B1,MT-ND3,0.872
COX6B1,SDHC,0.554
COX6B1,NDUFS2,0.951
COX6B1,COX7A2,0.998
COX6B1,NDUFA1,0.979
COX6B1,NDUFS5,0.952
COX6B1,NDUFA8,0.971
COX6B1,SDHB,0.798
COX6B1,SDHD,0.603
COX6B1,COX7A2L,0.951
COX6B1,UQCRQ,0.999
COX6B1,NDUFB6,0.964
COX6B1,NDUFA4L2,0.65
COX6B1,COX7B2,0.916
COX6B1,NDUFA11,0.945
COX6B1,NDUFS1,0.971
COX6B1,NDUFB3,0.952
COX6B1,NDUFA5,0.968
COX6B1,NDUFA3,0.974
COX6B1,NDUFB2,0.898
COX6B1,NDUFA13,0.957
COX6B1,COX7C,0.999
COX6B1,COX6C,0.999
COX6B1,UQCRB,0.999
COX6B1,NDUFC1,0.91
COX6B1,DDIT3,0.442
COX6B1,NDUFAB1,0.951
COX6B1,UQCRHL,0.902
COX6B1,COX6B2,0.906
COX6B1,NDUFB1,0.944
COX6B1,NDUFV1,0.96
COX6B1,NDUFA6,0.971
COX6B1,COX7B,0.996
COX6B1,UQCR11,0.997
COX6B2,NDUFB4,0.551
COX6B2,UQCRC1,0.87
COX6B2,NDUFB7,0.763
COX6B2,NDUFS7,0.646
COX6B2,NDUFA2,0.764
COX6B2,NDUFA10,0.537
COX6B2,NDUFB5,0.629
COX6B2,NDUFS3,0.527
COX6B2,NDUFA9,0.506
COX6B2,UQCRC2,0.958
COX6B2,NDUFB10,0.527
COX6B2,NDUFS6,0.57
COX6B2,NDUFB9,0.744
COX6B2,NDUFC2,0.622
COX6B2,COX7A1,0.826
COX6B2,NDUFS4,0.676
COX6B2,NDUFB8,0.747
COX6B2,NDUFA7,0.513
COX6B2,UQCRFS1,0.951
COX6B2,CYCS,0.744
COX6B2,UQCRH,0.886
COX6B2,NDUFS8,0.639
COX6B2,CYC1,0.944
COX6B2,COX8A,0.66
COX6B2,NDUFV2,0.758
COX6B2,NDUFA12,0.766
COX6B2,UQCR10,0.97
COX6B2,NDUFA4,0.603
COX6B2,COX8C,0.681
COX6B2,NDUFV3,0.419
COX6B2,MT-CO1,0.94
COX6B2,MT-CYB,0.788
COX6B2,MT-CO2,0.944
COX6B2,MT-ND4,0.491
COX6B2,MT-CO3,0.942
COX6B2,MT-ND2,0.448
COX6B2,SDHC,0.423
COX6B2,NDUFS2,0.664
COX6B2,COX7A2,0.771
COX6B2,NDUFA1,0.411
COX6B2,NDUFS5,0.467
COX6B2,NDUFA8,0.715
COX6B2,SDHB,0.506
COX6B2,SDHD,0.412
COX6B2,COX7A2L,0.695
COX6B2,UQCRQ,0.959
COX6B2,NDUFB6,0.792
COX6B2,NDUFA4L2,0.536
COX6B2,COX7B2,0.838
COX6B2,NDUFA11,0.55
COX6B2,NDUFS1,0.476
COX6B2,NDUFB3,0.558
COX6B2,NDUFA5,0.777
COX6B2,NDUFA3,0.557
COX6B2,NDUFA13,0.554
COX6B2,COX7C,0.986
COX6B2,COX6C,0.96
COX6B2,UQCRB,0.983
COX6B2,DDIT3,0.442
COX6B2,NDUFAB1,0.572
COX6B2,UQCR11,0.927
COX6B2,NDUFV1,0.614
COX6B2,NDUFA6,0.757
COX6B2,COX7B,0.832
COX6B2,UQCRHL,0.863
COX6C,NDUFB4,0.985
COX6C,UQCRC1,0.965
COX6C,NDUFB7,0.833
COX6C,NDUFS7,0.787
COX6C,NDUFA2,0.955
COX6C,NDUFA10,0.694
COX6C,NDUFB5,0.982
COX6C,NDUFS3,0.846
COX6C,NDUFA9,0.802
COX6C,UQCRC2,0.967
COX6C,NDUFB10,0.939
COX6C,NDUFS6,0.907
COX6C,NDUFB9,0.985
COX6C,NDUFC2,0.913
COX6C,COX7A1,0.952
COX6C,NDUFS4,0.924
COX6C,NDUFB8,0.927
COX6C,NDUFA7,0.903
COX6C,UQCRFS1,0.978
COX6C,CYCS,0.926
COX6C,UQCRH,0.985
COX6C,NDUFS8,0.817
COX6C,CYC1,0.962
COX6C,COX8A,0.998
COX6C,NDUFV2,0.822
COX6C,NDUFA12,0.969
COX6C,UQCR10,0.997
COX6C,NDUFA4,0.999
COX6C,COX8C,0.719
COX6C,NDUFV3,0.835
COX6C,MT-CO1,0.998
COX6C,MT-CYB,0.941
COX6C,MT-ND6,0.682
COX6C,MT-ND1,0.665
COX6C,MT-ND4L,0.597
COX6C,MT-ND5,0.636
COX6C,MT-CO2,0.999
COX6C,MT-ND4,0.63
COX6C,MT-CO3,0.995
COX6C,MT-ND2,0.662
COX6C,MT-ND3,0.623
COX6C,SDHC,0.545
COX6C,NDUFS2,0.742
COX6C,COX7A2,0.997
COX6C,NDUFA1,0.885
COX6C,NDUFS5,0.959
COX6C,NDUFA8,0.842
COX6C,SDHB,0.589
COX6C,SDHD,0.587
COX6C,COX7A2L,0.951
COX6C,UQCRQ,0.998
COX6C,NDUFB6,0.89
COX6C,NDUFA4L2,0.856
COX6C,COX7B2,0.951
COX6C,NDUFA11,0.785
COX6C,NDUFS1,0.68
COX6C,NDUFB3,0.968
COX6C,NDUFA5,0.938
COX6C,NDUFA3,0.894
COX6C,NDUFB2,0.774
COX6C,NDUFA13,0.925
COX6C,COX7C,0.999
COX6C,NDUFV1,0.713
COX6C,NDUFAB1,0.813
COX6C,NDUFB1,0.83
COX6C,NDUFC1,0.88
COX6C,NDUFA6,0.937
COX6C,UQCRHL,0.968
COX6C,UQCRB,0.991
COX6C,UQCR11,0.994
COX6C,COX7B,0.999
COX7A1,NDUFB4,0.941
COX7A1,UQCRC1,0.998
COX7A1,NDUFB7,0.898
COX7A1,NDUFS7,0.893
COX7A1,NDUFA2,0.901
COX7A1,NDUFA10,0.874
COX7A1,NDUFB5,0.878
COX7A1,NDUFS3,0.868
COX7A1,NDUFA9,0.92
COX7A1,UQCRC2,0.984
COX7A1,NDUFB10,0.859
COX7A1,NDUFS6,0.865
COX7A1,NDUFB9,0.891
COX7A1,NDUFC2,0.89
COX7A1,NDUFA4L2,0.456
COX7A1,COX8C,0.612
COX7A1,CYCS,0.696
COX7A1,COX8A,0.757
COX7A1,COX7B2,0.776
COX7A1,UQCRHL,0.843
COX7A1,NDUFA4,0.849
COX7A1,NDUFB2,0.851
COX7A1,MT-ND4L,0.853
COX7A1,NDUFB1,0.857
COX7A1,MT-ND6,0.858
COX7A1,MT-ND3,0.858
COX7A1,MT-ND4,0.859
COX7A1,MT-ND2,0.861
COX7A1,NDUFA7,0.862
COX7A1,NDUFS5,0.865
COX7A1,NDUFS8,0.868
COX7A1,MT-ND1,0.869
COX7A1,NDUFA12,0.869
COX7A1,NDUFA13,0.872
COX7A1,NDUFC1,0.874
COX7A1,NDUFS2,0.88
COX7A1,NDUFV2,0.881
COX7A1,NDUFA6,0.882
COX7A1,NDUFS4,0.883
COX7A1,NDUFA8,0.883
COX7A1,NDUFA3,0.887
COX7A1,NDUFAB1,0.888
COX7A1,NDUFV1,0.895
COX7A1,NDUFS1,0.895
COX7A1,NDUFA11,0.899
COX7A1,NDUFA5,0.901
COX7A1,NDUFB3,0.904
COX7A1,NDUFV3,0.908
COX7A1,NDUFB6,0.919
COX7A1,MT-ND5,0.92
COX7A1,COX7A2L,0.921
COX7A1,NDUFA1,0.925
COX7A1,NDUFB8,0.927
COX7A1,COX7A2,0.943
COX7A1,MT-CYB,0.973
COX7A1,COX7B,0.977
COX7A1,MT-CO1,0.979
COX7A1,UQCRH,0.979
COX7A1,MT-CO3,0.979
COX7A1,CYC1,0.983
COX7A1,MT-CO2,0.984
COX7A1,UQCRFS1,0.985
COX7A1,UQCRQ,0.988
COX7A1,UQCR10,0.988
COX7A1,COX7C,0.994
COX7A1,UQCRB,0.994
COX7A1,UQCR11,0.999
COX7A2,NDUFB4,0.677
COX7A2,UQCRC1,0.833
COX7A2,NDUFB7,0.656
COX7A2,PSMA3,0.403
COX7A2,PSMA2,0.422
COX7A2,NDUFS7,0.492
COX7A2,NDUFA2,0.903
COX7A2,NDUFA10,0.677
COX7A2,NDUFB5,0.874
COX7A2,PSMA6,0.522
COX7A2,PSMB1,0.491
COX7A2,NDUFS3,0.662
COX7A2,SDHA,0.438
COX7A2,NDUFA9,0.562
COX7A2,UQCRC2,0.855
COX7A2,NDUFB10,0.547
COX7A2,PSMB6,0.441
COX7A2,NDUFS6,0.724
COX7A2,NDUFB9,0.947
COX7A2,NDUFC2,0.83
COX7A2,NDUFS4,0.771
COX7A2,NDUFB8,0.884
COX7A2,NDUFA7,0.647
COX7A2,UQCRFS1,0.846
COX7A2,CYCS,0.482
COX7A2,UQCRH,0.926
COX7A2,NDUFS8,0.652
COX7A2,CYC1,0.722
COX7A2,COX8A,0.988
COX7A2,NDUFV2,0.775
COX7A2,NDUFA12,0.887
COX7A2,UQCR10,0.897
COX7A2,NDUFA4,0.997
COX7A2,COX8C,0.833
COX7A2,NDUFV3,0.597
COX7A2,MT-CO1,0.968
COX7A2,MT-CYB,0.634
COX7A2,MT-CO2,0.999
COX7A2,MT-CO3,0.968
COX7A2,SDHC,0.405
COX7A2,NDUFS2,0.525
COX7A2,NDUFS1,0.47
COX7A2,NDUFV1,0.525
COX7A2,SDHD,0.53
COX7A2,SDHB,0.536
COX7A2,NDUFB1,0.651
COX7A2,NDUFA3,0.672
COX7A2,NDUFB2,0.712
COX7A2,NDUFA11,0.718
COX7A2,NDUFC1,0.725
COX7A2,NDUFA13,0.731
COX7A2,NDUFA8,0.758
COX7A2,NDUFB3,0.76
COX7A2,NDUFA4L2,0.777
COX7A2,NDUFA5,0.795
COX7A2,NDUFS5,0.796
COX7A2,NDUFAB1,0.801
COX7A2,UQCRHL,0.809
COX7A2,NDUFA1,0.824
COX7A2,UQCRB,0.855
COX7A2,NDUFA6,0.862
COX7A2,NDUFB6,0.895
COX7A2,COX7B2,0.933
COX7A2,COX7A2L,0.939
COX7A2,UQCR11,0.965
COX7A2,UQCRQ,0.973
COX7A2,COX7B,0.991
COX7A2,COX7C,0.997
COX7A2L,NDUFB4,0.41
COX7A2L,UQCRC1,0.926
COX7A2L,NDUFS7,0.46
COX7A2L,NDUFB5,0.516
COX7A2L,GRIN2D,0.839
COX7A2L,NDUFS3,0.454
COX7A2L,NDUFA9,0.519
COX7A2L,UQCRC2,0.937
COX7A2L,NDUFS4,0.996
COX7A2L,NDUFB8,0.422
COX7A2L,UQCRFS1,0.928
COX7A2L,CYCS,0.546
COX7A2L,UQCRH,0.941
COX7A2L,NDUFS8,0.404
COX7A2L,CYC1,0.911
COX7A2L,COX8A,0.912
COX7A2L,UQCR10,0.889
COX7A2L,NDUFA4,0.938
COX7A2L,COX8C,0.587
COX7A2L,MT-CO1,0.969
COX7A2L,MT-CYB,0.755
COX7A2L,MT-CO2,0.945
COX7A2L,MT-CO3,0.967
COX7A2L,NDUFS2,0.477
COX7A2L,NDUFS5,0.996
COX7A2L,NDUFA11,0.403
COX7A2L,NDUFA4L2,0.413
COX7A2L,NDUFS1,0.432
COX7A2L,NDUFA3,0.453
COX7A2L,NDUFV1,0.458
COX7A2L,UQCRHL,0.69
COX7A2L,UQCR11,0.8
COX7A2L,COX7B2,0.827
COX7A2L,COX7B,0.934
COX7A2L,UQCRQ,0.941
COX7A2L,UQCRB,0.949
COX7A2L,COX7C,0.977
COX7B,NDUFB4,0.927
COX7B,UQCRC1,0.974
COX7B,NDUFB7,0.923
COX7B,NDUFS7,0.905
COX7B,NDUFA2,0.949
COX7B,NDUFA10,0.912
COX7B,NDUFB5,0.974
COX7B,NDUFS3,0.909
COX7B,SDHA,0.402
COX7B,NDUFA9,0.888
COX7B,UQCRC2,0.977
COX7B,NDUFB10,0.928
COX7B,NDUFS6,0.918
COX7B,NDUFB9,0.977
COX7B,NDUFC2,0.917
COX7B,NDUFS4,0.946
COX7B,NDUFB8,0.905
COX7B,NDUFA7,0.936
COX7B,UQCRFS1,0.976
COX7B,CYCS,0.858
COX7B,UQCRH,0.99
COX7B,NDUFS8,0.899
COX7B,CYC1,0.973
COX7B,COX8A,0.997
COX7B,NDUFV2,0.927
COX7B,NDUFA12,0.934
COX7B,UQCR10,0.992
COX7B,NDUFA4,0.997
COX7B,COX8C,0.684
COX7B,NDUFV3,0.911
COX7B,MT-CO1,0.995
COX7B,MT-CYB,0.963
COX7B,MT-ND6,0.875
COX7B,MT-ND1,0.876
COX7B,MT-ND4L,0.869
COX7B,MT-ND5,0.877
COX7B,MT-CO2,0.996
COX7B,MT-ND4,0.873
COX7B,MT-CO3,0.987
COX7B,MT-ND2,0.878
COX7B,MT-ND3,0.864
COX7B,NDUFS2,0.907
COX7B,NDUFA1,0.983
COX7B,NDUFS5,0.929
COX7B,NDUFA8,0.913
COX7B,SDHB,0.605
COX7B,SDHD,0.462
COX7B,UQCRQ,0.991
COX7B,NDUFB6,0.935
COX7B,NDUFA4L2,0.673
COX7B,COX7B2,0.901
COX7B,NDUFA11,0.956
COX7B,NDUFS1,0.936
COX7B,NDUFB3,0.967
COX7B,NDUFA5,0.941
COX7B,NDUFA3,0.93
COX7B,NDUFB2,0.938
COX7B,NDUFA13,0.948
COX7B,COX7C,0.999
COX7B,UQCRB,0.984
COX7B,NDUFC1,0.959
COX7B,NDUFAB1,0.924
COX7B,UQCR11,0.99
COX7B,NDUFA6,0.964
COX7B,NDUFB1,0.956
COX7B,UQCRHL,0.881
COX7B,NDUFV1,0.913
COX7B2,NDUFB4,0.52
COX7B2,UQCRC1,0.797
COX7B2,NDUFB7,0.404
COX7B2,NDUFA2,0.515
COX7B2,NDUFA10,0.525
COX7B2,NDUFB5,0.693
COX7B2,NDUFS3,0.441
COX7B2,UQCRC2,0.813
COX7B2,NDUFB10,0.519
COX7B2,NDUFS6,0.574
COX7B2,NDUFB9,0.665
COX7B2,NDUFC2,0.496
COX7B2,NDUFS4,0.507
COX7B2,NDUFB8,0.431
COX7B2,UQCRFS1,0.822
COX7B2,CYCS,0.499
COX7B2,UQCRH,0.871
COX7B2,CYC1,0.785
COX7B2,COX8A,0.728
COX7B2,NDUFV2,0.405
COX7B2,NDUFA12,0.604
COX7B2,UQCR10,0.907
COX7B2,NDUFA4,0.717
COX7B2,COX8C,0.759
COX7B2,MT-CO1,0.852
COX7B2,MT-CYB,0.796
COX7B2,MT-CO2,0.817
COX7B2,MT-CO3,0.805
COX7B2,NDUFS2,0.43
COX7B2,NDUFA1,0.579
COX7B2,NDUFS5,0.428
COX7B2,NDUFA8,0.458
COX7B2,UQCRQ,0.943
COX7B2,NDUFB6,0.507
COX7B2,NDUFA4L2,0.71
COX7B2,NDUFA13,0.441
COX7B2,NDUFAB1,0.474
COX7B2,NDUFA11,0.499
COX7B2,NDUFB1,0.521
COX7B2,NDUFA5,0.534
COX7B2,NDUFB3,0.56
COX7B2,NDUFA3,0.563
COX7B2,NDUFA6,0.57
COX7B2,NDUFC1,0.644
COX7B2,UQCR11,0.854
COX7B2,UQCRHL,0.856
COX7B2,UQCRB,0.893
COX7B2,COX7C,0.906
COX7C,NDUFB4,0.984
COX7C,UQCRC1,0.994
COX7C,NDUFB7,0.977
COX7C,NDUFS7,0.922
COX7C,NDUFA2,0.992
COX7C,NDUFA10,0.906
COX7C,NDUFB5,0.975
COX7C,PSMA6,0.421
COX7C,NDUFS3,0.948
COX7C,SDHA,0.467
COX7C,NDUFA9,0.946
COX7C,UQCRC2,0.999
COX7C,NDUFB10,0.967
COX7C,SOD1,0.421
COX7C,NDUFS6,0.989
COX7C,NDUFB9,0.985
COX7C,NDUFC2,0.962
COX7C,NDUFS4,0.993
COX7C,NDUFB8,0.977
COX7C,NDUFA7,0.979
COX7C,UQCRFS1,0.999
COX7C,CYCS,0.849
COX7C,UQCRH,0.997
COX7C,NDUFS8,0.945
COX7C,CYC1,0.997
COX7C,COX8A,0.997
COX7C,NDUFV2,0.967
COX7C,NDUFA12,0.977
COX7C,UQCR10,0.999
COX7C,NDUFA4,0.999
COX7C,COX8C,0.729
COX7C,NDUFV3,0.946
COX7C,MT-CO1,0.999
COX7C,MT-CYB,0.982
COX7C,MT-ND6,0.851
COX7C,MT-ND1,0.879
COX7C,MT-ND4L,0.852
COX7C,MT-ND5,0.954
COX7C,MT-CO2,0.999
COX7C,MT-ND4,0.86
COX7C,MT-CO3,0.999
COX7C,MT-ND2,0.866
COX7C,MT-ND3,0.871
COX7C,SDHC,0.67
COX7C,NDUFS2,0.943
COX7C,NDUFA1,0.99
COX7C,NDUFS5,0.98
COX7C,NDUFA8,0.947
COX7C,SDHB,0.704
COX7C,SDHD,0.619
COX7C,UQCRQ,0.999
COX7C,NDUFB6,0.974
COX7C,NDUFA4L2,0.841
COX7C,VDAC1,0.417
COX7C,NDUFA11,0.954
COX7C,NDUFS1,0.905
COX7C,NDUFB3,0.98
COX7C,NDUFA5,0.989
COX7C,NDUFA3,0.961
COX7C,NDUFB2,0.944
COX7C,NDUFA13,0.961
COX7C,DDIT3,0.546
COX7C,NDUFV1,0.927
COX7C,NDUFAB1,0.928
COX7C,NDUFB1,0.953
COX7C,NDUFC1,0.97
COX7C,UQCRHL,0.972
COX7C,NDUFA6,0.988
COX7C,UQCR11,0.995
COX7C,UQCRB,0.999
COX8A,NDUFB4,0.428
COX8A,UQCRC1,0.816
COX8A,NDUFB7,0.757
COX8A,NDUFS7,0.558
COX8A,NDUFA2,0.582
COX8A,NDUFA10,0.445
COX8A,NDUFB5,0.466
COX8A,NDUFS3,0.516
COX8A,SDHA,0.502
COX8A,UQCRC2,0.784
COX8A,NDUFB10,0.488
COX8A,NDUFS6,0.482
COX8A,NDUFB9,0.607
COX8A,NDUFC2,0.465
COX8A,NDUFB8,0.825
COX8A,NDUFA7,0.528
COX8A,UQCRFS1,0.779
COX8A,CYCS,0.72
COX8A,UQCRH,0.841
COX8A,NDUFS8,0.741
COX8A,CYC1,0.757
COX8A,NDUFS2,0.41
COX8A,SDHB,0.451
COX8A,SDHC,0.505
COX8A,NDUFC1,0.511
COX8A,NDUFB6,0.511
COX8A,NDUFV1,0.519
COX8A,MT-ATP6,0.52
COX8A,NDUFS5,0.526
COX8A,NDUFA13,0.574
COX8A,NDUFA6,0.581
COX8A,NDUFA8,0.612
COX8A,NDUFA12,0.636
COX8A,NDUFB3,0.641
COX8A,NDUFA3,0.645
COX8A,MT-CYB,0.646
COX8A,NDUFA1,0.66
COX8A,NDUFAB1,0.661
COX8A,UQCRHL,0.673
COX8A,NDUFA11,0.682
COX8A,NDUFB2,0.7
COX8A,UQCRB,0.712
COX8A,NDUFA4L2,0.717
COX8A,UQCR10,0.796
COX8A,UQCRQ,0.824
COX8A,UQCR11,0.837
COX8A,COX8C,0.959
COX8A,MT-CO3,0.978
COX8A,MT-CO2,0.982
COX8A,NDUFA4,0.989
COX8A,MT-CO1,0.99
COX8C,UQCRC1,0.627
COX8C,UQCRC2,0.569
COX8C,UQCRFS1,0.618
COX8C,UQCRH,0.605
COX8C,CYC1,0.54
COX8C,UQCR10,0.54
COX8C,NDUFA4,0.631
COX8C,UQCRHL,0.54
COX8C,MT-CYB,0.56
COX8C,UQCRB,0.586
COX8C,UQCRQ,0.601
COX8C,NDUFA4L2,0.604
COX8C,UQCR11,0.626
COX8C,MT-CO1,0.658
COX8C,MT-CO3,0.714
COX8C,MT-CO2,0.723
CYC1,NDUFB4,0.928
CYC1,UQCRC1,0.999
CYC1,NDUFB7,0.996
CYC1,NDUFS7,0.998
CYC1,NDUFA2,0.994
CYC1,NDUFA10,0.98
CYC1,NDUFB5,0.939
CYC1,NDUFS3,0.999
CYC1,SDHA,0.966
CYC1,NDUFA9,0.998
CYC1,UQCRC2,0.999
CYC1,NDUFB10,0.995
CYC1,PSMB6,0.435
CYC1,NDUFS6,0.998
CYC1,NDUFB9,0.997
CYC1,SIGMAR1,0.461
CYC1,NDUFC2,0.943
CYC1,NDUFS4,0.999
CYC1,NDUFB8,0.994
CYC1,NDUFA7,0.936
CYC1,UQCRFS1,0.999
CYC1,CYCS,0.999
CYC1,UQCRH,0.999
CYC1,NDUFS8,0.999
CYC1,DDIT3,0.416
CYC1,MT-ATP6,0.517
CYC1,NDUFA4L2,0.625
CYC1,NDUFA4,0.789
CYC1,NDUFB2,0.814
CYC1,VDAC1,0.861
CYC1,NDUFC1,0.864
CYC1,NDUFA1,0.873
CYC1,SDHD,0.878
CYC1,NDUFV3,0.878
CYC1,TOMM40,0.892
CYC1,NDUFA3,0.901
CYC1,NDUFB1,0.903
CYC1,MT-ND6,0.918
CYC1,SDHC,0.923
CYC1,NDUFB3,0.93
CYC1,NDUFS5,0.933
CYC1,NDUFA11,0.96
CYC1,MT-ND4L,0.969
CYC1,NDUFB6,0.973
CYC1,SDHB,0.975
CYC1,NDUFAB1,0.985
CYC1,UQCRHL,0.987
CYC1,MT-ND2,0.989
CYC1,MT-ND5,0.99
CYC1,NDUFA13,0.994
CYC1,MT-ND1,0.995
CYC1,MT-ND3,0.995
CYC1,NDUFA6,0.996
CYC1,MT-ND4,0.996
CYC1,NDUFA5,0.997
CYC1,NDUFA8,0.998
CYC1,MT-CO2,0.998
CYC1,NDUFA12,0.998
CYC1,UQCR11,0.999
CYC1,UQCR10,0.999
CYC1,NDUFS2,0.999
CYC1,MT-CO3,0.999
CYC1,NDUFV1,0.999
CYC1,UQCRB,0.999
CYC1,MT-CO1,0.999
CYC1,UQCRQ,0.999
CYC1,NDUFS1,0.999
CYC1,NDUFV2,0.999
CYC1,MT-CYB,0.999
CYCS,GABARAPL2,0.553
CYCS,TNFRSF1A,0.622
CYCS,UQCRC1,0.925
CYCS,MAPK13,0.425
CYCS,MAPK12,0.425
CYCS,XBP1,0.537
CYCS,PSMA2,0.538
CYCS,MAPK14,0.485
CYCS,NDUFS7,0.514
CYCS,TARDBP,0.407
CYCS,TRAF2,0.418
CYCS,NDUFA2,0.583
CYCS,NDUFA10,0.441
CYCS,EIF2S1,0.521
CYCS,NDUFB5,0.644
CYCS,PIK3C3,0.446
CYCS,NDUFS3,0.671
CYCS,SDHA,0.93
CYCS,NDUFA9,0.664
CYCS,UQCRC2,0.954
CYCS,TP53,0.911
CYCS,SOD1,0.675
CYCS,NDUFS6,0.611
CYCS,NDUFB9,0.512
CYCS,NDUFS4,0.655
CYCS,NDUFB8,0.721
CYCS,UQCRFS1,0.999
CYCS,GABARAP,0.463
CYCS,EIF2AK3,0.604
CYCS,MT-ND6,0.418
CYCS,ULK1,0.425
CYCS,PSMD2,0.427
CYCS,MAPK11,0.433
CYCS,NDUFA13,0.463
CYCS,NOS2,0.47
CYCS,NDUFB6,0.478
CYCS,MT-ND2,0.482
CYCS,VCP,0.488
CYCS,NDUFA6,0.5
CYCS,MT-ND5,0.501
CYCS,MT-ND4,0.507
CYCS,SQSTM1,0.518
CYCS,NDUFA11,0.522
CYCS,NDUFB1,0.539
CYCS,GABARAPL1,0.55
CYCS,NDUFAB1,0.559
CYCS,MT-ND3,0.563
CYCS,NOS1,0.563
CYCS,TOMM40,0.564
CYCS,MT-ND1,0.565
CYCS,NDUFV1,0.591
CYCS,MT-ATP6,0.616
CYCS,NDUFA8,0.616
CYCS,MCU,0.619
CYCS,DDIT3,0.628
CYCS,MAP3K5,0.637
CYCS,MTOR,0.643
CYCS,PRKN,0.678
CYCS,PSMD14,0.683
CYCS,ERN1,0.717
CYCS,GPX2,0.737
CYCS,GPX3,0.737
CYCS,GPX5,0.738
CYCS,GPX6,0.738
CYCS,HSPA5,0.738
CYCS,UQCR11,0.755
CYCS,NDUFA12,0.758
CYCS,GPX8,0.763
CYCS,GPX7,0.763
CYCS,NDUFV2,0.779
CYCS,NDUFS2,0.779
CYCS,NDUFS1,0.782
CYCS,UQCRHL,0.789
CYCS,NDUFA4,0.791
CYCS,PINK1,0.8
CYCS,TNF,0.81
CYCS,NDUFS8,0.837
CYCS,NDUFA5,0.842
CYCS,SDHD,0.904
CYCS,SDHB,0.908
CYCS,UQCRH,0.942
CYCS,UQCRQ,0.946
CYCS,SDHC,0.946
CYCS,UQCR10,0.965
CYCS,ITPR3,0.979
CYCS,MT-CO3,0.987
CYCS,UQCRB,0.99
CYCS,MT-CO2,0.993
CYCS,MT-CO1,0.996
CYCS,VDAC1,0.996
CYCS,MT-CYB,0.998
DAXX,TNFRSF1A,0.944
DAXX,TRAF2,0.543
DAXX,SQSTM1,0.41
DAXX,RANBP2,0.527
DAXX,NOS1,0.575
DAXX,SOD1,0.613
DAXX,TNFRSF1B,0.903
DAXX,TP53,0.999
DAXX,MAP3K5,0.999
DCTN1,XBP1,0.769
DCTN1,DCTN6,0.999
DCTN1,SETX,0.785
DCTN1,PFN1,0.61
DCTN1,FIG4,0.775
DCTN1,NUP85,0.499
DCTN1,FUS,0.746
DCTN1,DCTN3,0.999
DCTN1,KLC4,0.761
DCTN1,SPG11,0.595
DCTN1,SOD1,0.855
DCTN1,RAB5A,0.406
DCTN1,SIGMAR1,0.491
DCTN1,RANBP2,0.673
DCTN1,DCTN5,0.999
DCTN1,RAB8A,0.796
DCTN1,KIF5B,0.862
DCTN1,EIF2AK3,0.545
DCTN1,NEFH,0.712
DCTN1,TUBA3D,0.455
DCTN1,HAP1,0.997
DCTN1,MATR3-2,0.609
DCTN1,PSMD14,0.421
DCTN1,DNAI1,0.426
DCTN1,TNF,0.435
DCTN1,GABARAPL1,0.532
DCTN1,TPR,0.579
DCTN1,DNAI2,0.636
DCTN1,KIF5C,0.685
DCTN1,KLC3,0.743
DCTN1,HDAC6,0.768
DCTN1,KLC2,0.768
DCTN1,VAPB,0.799
DCTN1,KLC1,0.82
